responseid,startdate,coop1,pass1,coop2,pass2,pass_prob,coop_mexotx,coop_mexoty,coop_meyotx,coop_meyoty,ddt_log_k,study,carit_correct,carit_go_correct,carit_nogo_correct,carit_rt,flanker_correct,flanker_error,flanker_slow,flanker_rt,q_gender,q_age,q_race,q_demrep,q_cash_choice,nfc,risk,trust,edu,income,wvs106_1,wvs108_1,wvs176_1,wvs250_1,bel2,bel2_5,urbanrural,urchild,q_income,q_maternal,q_household,q_neuro,q_anxious,q_exercise,q_sleep_1,q_screen_1,crt,bmi,Strategy
R_5d9zeUexniCEzYZ,2/3/2022 18:11,100,1,100,1,1,100,100,100,50,-2.738343,Flanker,,,,,0.8585057,0.0957471,0.0457471,839.6204,1,51,1,4,2,2,3,6,6,7,10,6,9,8,3,1,6,6,4,1,4,2,3,5,7,7,3,25.84016,Coop
R_1hGsvYwwID9KEQC,2/3/2022 16:46,48,1,0,1,1,0,0,0,0,-0.4147077,Flanker,,,,,,,,,2,45,1,5,1,3,7,7,7,8,8,7,8,5,2,1,4,4,4,4,4,2,3,3,6,3,1,38.95395,Defect
R_3KW4KXg4JE7y9zm,2/3/2022 16:50,94,1,99,1,1,93,50,13,8,-3.717079,Flanker,,,,,0.8692181,0.0949794,0.0358025,829.7473,2,41,1,3,2,1,5,6,7,5,5,3,8,5,2,98,5,2,4,1,3,2,4,1,7,9,3,35.77396,Grim
R_1cSqeqFNOifMGWK,2/2/2022 19:35,0,1,79,1,1,100,0,100,0,-1.846598,Flanker,,,,,0.8806452,0.0870968,0.0322581,832.2058,2,36,1,3,2,4,3,5,7,4,4,6,10,10,1,98,6,5,2,1,2,2,3,6,7,7,0,26.62249,TitForTat
R_1KpTTejwe4hAqiI,2/2/2022 19:51,82,1,91,1,1,68,69,11,42,-0.1648028,Flanker,,,,,0.8827692,0.0855385,0.0316923,826.9397,2,37,7,2,2,2,7,5,6,7,7,4,7,6,1,9,6,6,4,1,2,2,3,5,6,8,2,23.91156,Random
R_3HHcgvTGICbhbuO,2/3/2022 16:51,100,1,100,1,1,100,100,100,100,0.9060037,Flanker,,,,,0.8639063,0.0957813,0.0403125,835.0222,2,55,1,5,1,3,5,5,5,1,1,1,10,10,1,99,1,2,1,1,1,2,4,1,6,3,2,52.07939,Coop
R_1esnrlQSEC5Phz1,2/2/2022 20:45,0,1,13,1,1,47,13,15,16,0.1462039,Flanker,,,,,0.874876,0.094876,0.0302479,808.866,2,36,5,3,2,3,0,3,4,4,1,1,6,6,1,99,6,6,1,1,3,2,4,1,7,7,0,19.0817,Defect
R_4ZvzCpZWaXpl9Gp,2/2/2022 21:39,40,1,60,1,1,72,32,64,15,-0.2603369,Flanker,,,,,0.8735593,0.0926554,0.0337853,817.3242,2,36,1,2,2,2,7,6,6,7,4,2,7,6,2,1,6,6,4,4,2,2,2,2,8,4,2,28.88625,Random
R_1o1KeFRRO7GlOvj,2/2/2022 19:32,100,0,2,1,1,100,100,0,0,1.476223,Flanker,,,,,0.8917241,0.0789655,0.0293103,826.1379,2,46,1,1,1,2,5,6,5,5,7,4,7,10,1,1,2,3,2,1,5,2,4,1,6,4,2,36.95753,StubbornDef
R_2Xiflp9O95PpPAa,2/3/2022 16:56,89,1,85,1,1,81,21,95,8,2.476157,Flanker,,,,,0.8646457,0.0948031,0.0405512,835.6749,2,54,1,1,1,2,3,6,6,7,4,1,8,10,1,1,4,6,4,4,2,2,2,5,6,4,1,20.81979,TitForTat
R_2CvsjzfD8pcU1PP,2/3/2022 20:19,100,1,100,1,1,100,66,100,100,-2.311316,Flanker,,,,,0.8591237,0.0941753,0.046701,838.5238,1,55,1,4,2,3,7,6,5,4,8,8,7,9,3,96,1,1,1,1,1,2,1,1,8,1,3,26.38394,Coop
R_1QKNJRBF5TsgtEN,2/3/2022 17:20,70,1,64,1,1,75,25,67,80,3.33905,Flanker,,,,,0.8633445,0.0931773,0.0434783,837.2527,2,59,1,3,1,1,8,6,7,6,3,1,10,8,4,98,2,5,2,4,2,2,3,4,8,8,0,23.64736,Random
R_3MFMHqjdunkKv1l,2/4/2022 20:27,73,1,68,1,1,67,32,80,22,-1.463685,Flanker,,,,,0.8538365,0.095304,0.0508595,832.0255,1,48,1,4,1,2,7,5,6,4,5,3,5,7,4,98,5,1,1,4,1,2,2,8,6,3,0,27.96697,Random
R_T5fKRWGVtRzNy8N,2/3/2022 17:06,0,1,0,1,1,0,0,0,0,-2.291729,Flanker,,,,,0.8659589,0.0924658,0.0415753,833.8765,2,48,7,3,1,2,5,6,6,7,9,6,8,10,2,5,5,3,4,4,4,2,2,4,7,6,2,27.62083,Defect
R_eRPbzWtCCUcVseB,2/3/2022 17:16,37,1,32,1,1,100,0,100,0,3.404369,Flanker,,,,,0.8638284,0.0932013,0.0429703,835.2917,2,39,1,1,1,4,6,6,5,4,1,1,10,7,4,97,4,5,2,1,2,2,3,1,8,2,3,25.0568,SuspiciousTitForTat
R_1IT18pICct2oKIj,2/2/2022 19:34,,,,,,,,,,,Flanker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_rj3ElKIuCGH0oFP,2/4/2022 20:36,35,1,67,1,0,25,91,70,27,-0.1267785,Flanker,,,,,0.8541545,0.0951148,0.0507307,831.9454,1,53,1,2,1,1,8,5,7,7,5,3,7,10,4,96,4,3,4,2,3,2,2,1,7,5,2,35.43793,Other
R_33qA1V6NfHYBEzc,2/3/2022 17:09,39,1,61,1,1,64,33,77,27,1.405486,Flanker,,,,,0.8661484,0.0919435,0.0419081,835.4055,2,49,1,3,1,2,6,5,5,6,8,8,8,6,3,98,4,3,1,2,1,2,3,4,7,6,0,27.56249,Random
R_3dJMswcp9ISaLYi,2/3/2022 15:52,30,1,100,1,1,100,0,0,0,-2.368742,Flanker,,,,,0.870198,0.0940594,0.0357426,825.0126,2,64,1,3,1,2,5,3,5,3,7,6,5,7,1,2,5,3,1,2,2,2,2,2,8,4,2,28.24265,Grim
R_AhY5MnTrxyHgAxP,2/2/2022 20:10,65,1,76,1,1,69,31,71,58,0.3844086,Flanker,,,,,0.8728572,0.0928571,0.0342857,827.9133,2,40,1,3,1,2,5,5,7,7,7,3,7,8,2,3,3,2,2,2,2,2,3,1,7,9,0,30.06817,Random
R_VIomUyilsXiTQWd,2/4/2022 18:34,59,1,100,1,1,100,53,100,48,8.833001,Flanker,,,,,0.8565948,0.0927586,0.0506466,833.739,1,39,1,4,1,1,10,4,4,5,5,6,4,9,3,96,2,1,1,2,2,1,1,6,7,6,3,22.82211,FourteenCoop
R_1gHngMzlgyKGoTA,2/3/2022 16:09,80,1,95,1,1,99,76,78,17,-3.781592,Flanker,,,,,,,,,2,45,1,1,2,2,6,6,7,7,2,3,10,10,3,97,2,2,4,4,4,1,2,4,8,8,1,37.11892,FourteenCoop
R_3RygjmNtghO7JOz,2/3/2022 17:04,76,1,86,1,1,86,13,89,86,0.7655895,Flanker,,,,,0.8648905,0.0926277,0.0424818,836.5987,2,61,1,3,2,2,8,6,5,8,5,7,3,8,1,98,4,5,4,2,1,2,2,1,8,8,1,40.39069,BitterCoopCoop
R_esMruLItpvxKGu5,2/3/2022 16:37,58,1,100,1,1,100,100,100,100,-0.0943361,Flanker,,,,,0.869646,0.0944248,0.0359292,828.1371,2,49,1,3,2,2,3,6,6,7,2,5,4,10,1,3,6,4,4,2,3,2,3,1,8,7,0,29.52051,Coop
R_1mlcETkmgdnwNYv,2/2/2022 21:47,0,1,0,1,0,0,0,0,0,3.121644,Flanker,,,,,0.8729282,0.0934807,0.0335912,815.0181,1,52,5,2,1,4,2,3,6,3,1,1,5,10,1,1,3,6,1,4,1,2,1,1,7,4,2,31.27633,Defect
R_3iCHpjKcPGGU2gR,2/3/2022 16:23,100,1,100,1,1,0,76,83,15,-0.569541,Flanker,,,,,0.8705263,0.0932057,0.0362679,825.7581,2,46,1,1,1,2,7,6,7,4,2,1,8,9,3,96,5,5,1,4,3,1,5,1,9,6,0,40.80838,Other
R_p4dHw1K6euyRs7n,2/3/2022 18:15,100,1,100,1,1,0,99,10,100,1.194712,Flanker,,,,,0.8573521,0.0948732,0.0477746,840.8874,1,49,9,4,1,5,7,5,6,7,7,7,7,7,1,3,4,4,2,4,4,2,1,6,8,8,0,27.19401,Other
R_2rPKeLgUouWudWZ,2/3/2022 17:53,78,1,39,1,1,33,32,27,14,-3.72435,Flanker,,,,,0.8564458,0.0963855,0.0471687,843.1281,2,39,1,2,2,3,6,4,6,7,7,6,3,4,3,1,1,1,2,4,4,2,5,5,6,10,2,22.70773,Random
R_3qleRpz49Dj6ZHH,2/3/2022 16:43,80,1,86,1,1,100,0,100,0,-2.49866,Flanker,,,,,0.8675537,0.0959657,0.0364807,831.445,2,40,1,1,1,1,4,5,7,3,1,1,10,10,4,97,4,3,4,4,3,2,3,2,6,10,0,32.60009,TitForTat
R_264sF36mH5OQH4g,2/2/2022 20:50,0,1,3,1,1,8,5,3,4,1.756928,Flanker,,,,,0.8688889,0.0926389,0.0384722,818.9668,2,44,1,4,2,2,2,6,6,7,9,7,3,3,1,2,3,1,4,2,6,2,2,2,6,0,0,28.72681,Defect
R_3nTS5VRYzJmWAXR,2/2/2022 21:13,100,1,100,1,1,100,0,0,0,-2.319785,Flanker,,,,,0.8710843,0.0939759,0.0349398,815.7118,1,72,1,1,1,2,4,6,7,5,2,2,8,10,4,97,5,3,1,4,1,2,2,1,7,8,2,33.98291,Grim
R_24BDLd1UOYzD4a9,2/2/2022 20:55,64,1,77,1,1,76,25,80,25,0.9544234,Flanker,,,,,0.8746099,0.0933333,0.0320567,812.1713,2,53,1,2,2,3,5,5,7,7,4,4,7,8,1,3,2,2,4,1,2,2,2,3,6,5,1,38.26982,TitForTat
R_sH9ZoiBKjNr7l05,2/3/2022 16:50,16,0,8,1,1,87,12,12,12,-0.8703335,Flanker,,,,,,,,,2,58,1,1,2,1,5,5,5,6,5,2,9,9,1,99,6,5,2,4,2,1,4,5,6,6,0,35.73325,StubbornDef
R_YQ8KXyOZI4Dh0LD,2/2/2022 20:29,2,1,0,1,1,0,0,0,0,1.343926,Flanker,,,,,0.8743885,0.0941007,0.0315108,809.2661,2,56,1,4,2,1,7,7,5,5,10,10,7,10,1,98,2,3,2,4,3,2,4,5,7,10,0,21.58867,Defect
R_3dWeY2lYn71YVbx,2/2/2022 21:36,21,1,14,1,1,16,68,74,21,-0.6402814,Flanker,,,,,0.8713953,0.0939535,0.0346512,818.3503,2,44,1,2,1,3,4,5,5,7,7,5,4,9,1,3,3,3,4,4,4,2,3,6,6,6,1,20.5957,Other
R_1FskV152Ch6g7xQ,1/31/2022 16:53,26,1,79,1,1,92,8,83,13,0.6262674,Flanker,,,,,0.9176744,0.0534884,0.0288372,815.5912,1,36,1,2,2,2,3,5,6,5,1,1,10,8,4,97,2,2,2,1,4,2,2,1,7,10,3,40.88877,TitForTat
R_1DGZ3wxFC9s4Him,2/2/2022 21:41,100,1,100,1,0,100,100,50,50,-3.342399,Flanker,,,,,0.8735484,0.0929032,0.0335484,813.4502,2,44,10,1,2,3,2,6,6,6,7,2,9,10,4,4,6,3,2,1,1,2,4,1,8,6,1,24.14048,Coop
R_egoMg8fJP2LFZAt,2/2/2022 20:52,71,1,100,1,1,100,22,80,7,-2.306628,Flanker,,,,,0.869726,0.0923288,0.0379452,818.5992,2,42,1,1,2,2,8,5,7,7,3,1,7,10,4,97,3,3,4,2,4,2,3,1,7,11,3,39.07245,TitForTat
R_1g0BztpM6LRDsUw,2/3/2022 16:04,55,1,53,1,1,77,43,40,38,3.192947,Flanker,,,,,0.8700488,0.0940488,0.0359024,825.2646,2,36,1,3,1,3,3,6,6,3,3,2,6,9,1,3,1,1,1,2,2,2,3,1,6,12,0,31.32101,Random
R_2VmVuWEbnNnS1Ea,1/31/2022 16:57,66,1,30,1,1,28,28,27,28,1.695679,Flanker,,,,,0.9186364,0.0531818,0.0281818,816.6536,1,57,1,1,1,1,7,4,6,6,1,1,10,9,4,97,3,2,4,2,2,2,2,3,9,2,2,33.10526,Random
R_3RaybmOGtatRD3w,2/3/2022 17:22,0,1,0,1,1,0,1,100,0,-3.939355,Flanker,,,,,0.8635294,0.0932026,0.043268,838.3622,1,48,1,5,2,3,2,3,5,2,7,6,4,1,1,12,5,4,1,4,1,2,2,1,7,2,1,31.56326,Other
R_3VOh7wV8KIocT1T,2/2/2022 20:44,79,0,73,0,1,,,,,,Flanker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coop
R_24PhRGlcIY6Tja9,1/31/2022 16:23,100,1,100,1,1,100,100,100,100,0.5459476,Flanker,,,,,0.9230303,0.0436364,0.0333333,833.5327,1,58,1,3,2,1,6,6,7,7,8,6,3,10,4,4,2,2,4,2,3,2,1,5,7,9,2,35.93653,Coop
R_2y77w7P6wKo0CMy,2/3/2022 16:23,44,1,55,1,1,98,4,0,0,-0.6135165,Flanker,,,,,0.8713208,0.0924528,0.0362264,827.6884,2,44,1,6,2,3,2,6,6,7,10,10,2,10,1,3,5,4,2,2,4,2,2,3,7,2,2,21.78719,Grim
R_2cezf3kAuaoKyH1,2/3/2022 17:19,91,1,88,1,1,85,32,82,77,3.691489,Flanker,,,,,0.8640541,0.0923649,0.0435811,836.6675,5,46,1,1,1,2,7,5,6,3,1,2,3,1,1,99,6,6,1,2,1,1,4,2,7,5,0,25.06474,BitterCoopCoop
R_30diP5wBNbJtkDo,2/3/2022 17:08,12,0,3,1,1,85,22,81,1,1.618608,Flanker,,,,,,,,,1,60,"1,5",4,2,3,2,5,5,2,7,5,6,8,1,2,6,2,1,2,2,2,2,3,8,15,2,28.58857,SuspiciousTitForTat
R_3NEvk7kq7zJwzEG,2/3/2022 17:05,7,1,98,1,1,99,99,98,100,-2.532419,Flanker,,,,,0.8646324,0.0927206,0.0426471,835.9828,2,56,1,4,2,3,7,5,7,7,9,9,3,10,1,2,1,5,1,4,1,2,3,5,6,10,0,26.12331,Coop
R_3FR24G4hgTSGQBV,1/31/2022 15:52,0,0,100,1,1,18,18,50,48,-3.761971,Flanker,,,,,0.9177778,0.0288889,0.0533333,886.2,2,53,1,2,2,1,5,6,6,5,10,3,1,10,1,99,6,6,4,2,4,2,3,4,8,6,0,46.98151,Random
R_1dzztkwquiq0G7P,1/31/2022 15:50,96,1,100,1,1,100,100,13,18,5.313871,Flanker,,,,,0.96,0.0233333,0.0166667,784.98,2,47,1,4,1,3,7,5,4,6,8,7,7,1,2,96,2,2,4,4,4,2,3,4,7,3,0,26.03704,Other
R_3jVThBRQXzkbnIV,2/4/2022 15:12,27,1,25,1,1,21,73,31,29,-1.196832,Flanker,,,,,0.8593578,0.0920184,0.0486239,834.8276,1,71,1,1,2,2,2,6,7,7,7,3,8,9,2,98,6,4,4,1,3,2,2,1,7,6,3,29.49475,Random
R_2sdKPNCyxCAaEuW,2/3/2022 16:34,21,1,17,0,1,76,16,15,18,2.698568,Flanker,,,,,0.8685321,0.0949541,0.0365138,828.5991,1,37,1,1,1,3,8,5,6,6,1,1,9,10,3,98,6,4,4,1,2,1,2,3,6,8,0,38.12479,StubbornDef
R_3IY5B32yPgjqa0F,2/2/2022 19:13,19,0,17,1,1,85,15,79,86,-1.906676,Flanker,,,,,0.8887272,0.0807273,0.0305455,828.5356,2,49,1,3,1,2,7,5,7,6,4,4,8,10,1,2,4,2,2,4,3,2,2,2,6,8,0,34.60923,Other
R_2Wvz0Wulmw29yQX,2/4/2022 13:57,30,1,29,1,1,100,0,34,0,1.033178,Flanker,,,,,0.8600499,0.0937656,0.0461845,836.1853,1,36,1,2,1,2,7,5,5,6,2,2,8,6,4,96,5,4,2,2,5,1,3,2,7,6,3,33.71531,StubbornDef
R_2zNsJEbhP9xgUT7,2/4/2022 14:11,24,1,24,1,0,100,11,0,0,-3.77017,Flanker,,,,,0.8599015,0.0940887,0.0460099,836.2241,1,37,1,5,2,2,0,4,4,7,10,10,5,8,1,1,5,3,4,4,3,2,3,3,7,10,3,31.13286,StubbornDef
R_1nVBJMiYGKnm9Nc,2/3/2022 18:13,0,1,0,1,1,0,0,0,0,0.5547303,Flanker,,,,,0.8590671,0.0949271,0.0460058,839.8263,1,50,1,3,1,2,2,4,5,3,3,3,8,6,4,97,1,1,1,2,2,2,1,3,7,6,3,29.52703,Defect
R_3hzhIdE3KzlUVRM,2/4/2022 18:53,88,1,91,1,1,9,7,95,95,3.951137,Flanker,,,,,0.8554797,0.0938166,0.0507036,832.9639,1,57,2,2,1,2,8,5,6,5,8,7,9,10,1,2,5,4,1,4,3,2,1,3,5,4,2,28.44912,Other
R_3oN5KJuOT6eeEnt,1/31/2022 16:01,0,0,0,1,1,0,0,0,0,-3.810804,Flanker,,,,,0.9338462,0.0261538,0.04,841.6477,2,37,1,3,2,2,5,2,7,5,9,2,10,9,4,98,4,3,4,2,3,2,3,2,8,3,2,24.95421,Defect
R_1rk58CSNME5QeO1,2/2/2022 20:34,97,1,100,1,1,100,99,51,66,-3.621495,Flanker,,,,,0.8759292,0.0930973,0.0309735,813.1639,2,49,1,3,2,2,4,5,4,4,3,6,2,6,1,99,1,1,1,1,1,2,2,1,8,4,3,46.51196,Coop
R_3CDUmnPj0yRrvvy,2/2/2022 21:19,47,1,0,0,0,100,0,0,0,11.41328,Flanker,,,,,0.8717284,0.0928395,0.0354321,814.3904,2,36,2,3,1,3,9,2,6,7,1,1,8,10,4,4,6,2,2,4,2,2,4,1,6,7,0,21.70573,StubbornDef
R_3KJeFJ9xznboPT7,2/2/2022 20:55,69,1,72,1,1,61,22,80,25,-1.416653,Flanker,,,,,0.8673334,0.0949333,0.0377333,820.3045,2,63,1,4,2,3,1,3,6,6,7,8,8,6,1,1,4,5,4,2,4,2,4,5,8,5,3,33.61089,Random
R_1FnOMpvMOEUqGHH,2/2/2022 20:36,0,1,100,1,1,100,0,0,0,2.195198,Flanker,,,,,0.8751667,0.0948333,0.03,809.0687,2,40,1,6,1,2,8,7,6,8,10,10,1,1,1,1,2,2,4,2,3,2,2,4,7,12,0,29.68193,Grim
R_1lztEQMMK5HrVLA,2/2/2022 20:53,89,1,100,1,1,100,0,100,0,-3.717079,Flanker,,,,,0.8689474,0.0938158,0.0372368,818.4521,2,41,1,3,2,1,6,7,6,7,8,6,2,10,1,2,5,2,1,2,4,2,4,3,7,2,3,38.26982,TitForTat
R_3g6qPrtkE8tSKc8,2/3/2022 17:08,81,0,92,1,1,79,67,88,38,-2.599041,Flanker,,,,,0.8637175,0.0935316,0.0427509,835.8143,1,42,1,3,2,2,7,6,6,6,4,4,7,7,4,98,6,5,2,2,5,2,1,7,7,13,2,27.25752,FourteenCoop
R_5mzU5MSolFFbyaB,2/3/2022 17:07,100,1,100,0,1,100,100,0,100,6.414034,Flanker,,,,,0.8650182,0.0925818,0.0424,837.2768,2,48,2,5,1,3,7,6,6,8,5,7,2,9,1,3,3,2,1,2,2,2,2,4,7,5,0,22.14034,Other
R_12fYNgzN7yfkJs4,2/3/2022 18:57,,,,,,,,,,,Flanker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2uxGOe61leWZsjL,2/2/2022 20:10,100,1,100,1,1,100,100,100,100,-3.939355,Flanker,,,,,0.8789474,0.0907895,0.0302632,815.4432,2,38,1,3,2,3,3,4,6,6,8,8,3,10,2,96,6,5,4,4,4,2,3,1,6,4,1,17.91391,Coop
R_vYzdThASFdfl6mt,2/4/2022 14:55,100,1,100,1,1,100,100,0,0,-0.9174765,Flanker,,,,,0.8601882,0.0925647,0.0472471,834.2693,1,45,1,1,1,1,2,5,5,3,1,1,8,10,4,97,2,6,2,4,3,1,4,1,6,8,3,39.93373,FourteenCoop
R_1mK7mRGHx68Bnt5,2/2/2022 21:37,100,1,100,1,1,100,0,100,100,-0.9124973,Flanker,,,,,,,,,1,52,1,3,2,1,8,6,6,8,5,3,10,10,3,96,5,5,4,1,1,2,2,1,9,9,1,28.98082,BitterCoopCoop
R_ZeiqOo1wf3leTCx,2/3/2022 18:17,37,1,36,0,1,24,25,26,25,-0.5759936,Flanker,,,,,0.8576536,0.0946927,0.0476536,842.5725,2,36,1,5,1,2,0,6,6,7,10,10,4,10,1,2,3,4,4,1,6,1,4,2,7,4,1,41.15358,Random
R_1CeD5VM0Pzx7xSW,2/3/2022 17:17,0,0,100,1,1,100,0,100,0,1.797554,Flanker,,,,,0.8661379,0.0924828,0.0413793,832.9078,1,41,1,5,1,1,7,5,5,6,10,8,3,3,1,2,6,6,2,2,4,2,2,1,7,9,3,33.81369,TitForTat
R_1ilgCNFyEa4DTqy,1/31/2022 14:53,71,1,57,1,0,100,23,89,0,-2.040973,Flanker,,,,,0.96,0.02,0.02,683.1,1,44,1,3,2,1,6,5,6,4,4,3,9,10,3,96,5,3,2,4,2,2,3,2,6,2,3,30.86921,TitForTat
R_3OieqG0RqlW8tPg,2/3/2022 17:03,16,1,3,1,1,64,10,41,0,-0.0595177,Flanker,,,,,0.8621887,0.0944906,0.0433208,836.9664,2,37,1,1,2,2,6,4,7,6,6,5,5,7,4,98,1,2,2,2,2,2,2,6,6,12,0,22.59412,StubbornDef
R_1hKZxuxwO1ZF0w7,2/3/2022 18:56,72,1,75,1,0,82,34,34,77,0.4170545,Flanker,,,,,0.8574799,0.0944236,0.0480965,841.6446,1,65,1,3,2,2,2,6,7,2,4,2,9,10,1,1,1,4,1,1,2,2,1,1,7,2,3,37.30204,Random
R_O25OulDQtgjoFpf,2/4/2022 17:02,29,1,25,1,1,100,0,24,12,-2.663952,Flanker,,,,,0.8564395,0.0921319,0.0514286,835.28,1,52,1,2,2,2,4,5,7,7,7,3,9,9,3,2,2,4,4,2,4,2,1,1,7,11,2,24.6589,StubbornDef
R_ypDJqsFy4hyK7w5,2/3/2022 18:22,75,1,81,1,1,91,12,7,0,-1.002728,Flanker,,,,,0.8585675,0.09427,0.0471625,842.0878,1,40,1,2,1,3,6,6,7,4,7,8,7,10,3,96,4,3,1,2,4,2,2,6,6,8,3,36.01916,Grim
R_2YPA3sJ4ys82uWu,2/3/2022 16:44,100,1,100,1,1,100,100,100,100,-1.574709,Flanker,,,,,0.8675424,0.0961864,0.0362712,829.7849,1,41,10,3,2,3,7,1,5,1,1,1,1,10,4,99,3,6,1,1,3,1,5,1,9,6,2,40.16299,Coop
R_O1MiDXZA23yOpdT,2/2/2022 20:20,100,1,100,1,1,100,100,100,100,-3.341027,Flanker,,,,,0.8692784,0.0987629,0.0319588,815.4514,2,45,1,3,2,3,7,4,5,5,3,5,8,8,4,97,4,4,4,1,6,2,3,8,7,1,2,26.03704,Coop
R_3kpm63evYOOu2a5,2/2/2022 20:24,21,0,87,1,1,12,11,21,27,-0.5701021,Flanker,,,,,0.8716981,0.0967925,0.0315094,817.1396,1,54,1,5,1,2,6,5,5,6,10,9,8,10,3,2,2,2,2,2,2,2,2,3,8,12,2,33.609,Other
R_dbatSFLy0b85JjH,2/3/2022 17:25,75,1,79,1,1,100,0,57,19,-1.795716,Flanker,,,,,0.857918,0.0942587,0.0478233,844.0891,2,38,1,1,1,2,3,4,6,6,1,1,8,9,4,97,3,6,2,2,2,1,4,1,6,9,3,54.07692,TitForTat
R_pGljORZYDSaqN3z,2/2/2022 20:15,100,1,100,1,1,100,85,100,15,-2.897864,Flanker,,,,,0.8714607,0.0948315,0.0337079,827.8787,1,61,1,3,2,1,5,2,7,9,3,3,3,10,4,97,4,5,4,4,2,2,2,4,8,10,3,27.66435,FourteenCoop
R_27vaxQ6pjKj7Rdj,2/4/2022 15:02,100,0,100,1,1,0,100,100,100,-3.506459,Flanker,,,,,0.8590804,0.0922299,0.0486897,835.0416,1,77,1,3,1,2,8,5,5,8,5,3,10,10,4,97,3,2,1,1,2,2,2,1,6,14,2,35.81757,Other
R_2e8sabfyPZv4bLV,2/3/2022 17:07,67,0,63,1,1,100,0,100,0,-2.565485,Flanker,,,,,0.8672727,0.0912587,0.0414685,835.3748,1,66,1,3,2,1,8,6,5,6,7,8,9,9,3,96,4,3,2,1,2,2,2,6,8,2,3,25.01492,TitForTat
R_eVx9vdCplhBh6Rr,2/3/2022 20:55,26,1,24,0,0,33,74,39,50,-1.24631,Flanker,,,,,0.8590793,0.0939642,0.0469565,838.72,1,38,1,2,2,2,2,5,6,7,4,3,10,10,3,96,6,2,4,4,3,2,1,2,7,11,2,39.59755,Random
R_3RkZn75ZzR0Wh8T,2/3/2022 20:18,78,1,83,1,1,84,84,82,85,1.721964,Flanker,,,,,0.8588631,0.0943669,0.04677,838.8713,1,46,1,4,1,2,5,3,7,7,8,8,7,7,4,98,4,3,4,2,5,2,3,7,4,7,1,28.97193,Coop
R_eJaSdM95m9g7ESl,2/3/2022 17:09,33,1,3,1,0,79,16,17,0,-0.1946754,Flanker,,,,,0.8646377,0.092971,0.0423913,837.4534,2,41,1,3,1,4,2,1,4,3,7,7,2,10,3,98,1,1,2,1,2,1,5,6,4,8,0,33.40702,StubbornDef
R_11daGj4bmej1JXE,2/4/2022 15:16,92,1,100,1,1,100,18,17,0,-1.794618,Flanker,,,,,0.8587558,0.0924424,0.0488018,834.4952,1,50,1,1,1,3,3,5,7,3,1,1,8,10,4,97,5,2,1,2,1,2,4,1,5,14,3,54.81176,Grim
R_32XGOGnABuFpNjh,2/3/2022 17:13,78,1,86,1,1,78,100,85,84,-3.81114,Flanker,,,,,0.8658333,0.0928472,0.0413194,833.0477,2,63,1,5,2,4,3,6,6,7,9,9,3,9,1,2,6,5,2,2,2,2,3,4,9,2,2,32.27976,Coop
R_4Skuko94csmAQZr,2/2/2022 20:32,63,1,61,1,1,100,18,93,35,-0.0117119,Flanker,,,,,0.8744144,0.0944144,0.0311712,814.5346,1,36,"1,3",1,2,2,7,6,6,7,3,1,9,10,4,98,3,3,2,2,3,2,3,1,6,6,3,22.78241,TitForTat
R_2EEmYawCBER5wc0,2/2/2022 20:38,76,1,82,1,1,97,13,12,11,-2.018537,Flanker,,,,,0.8750746,0.0938806,0.0310448,808.334,2,44,1,4,2,2,6,6,6,5,10,10,2,7,3,96,4,3,4,1,4,2,3,1,7,6,3,35.88091,Grim
R_3iqEunba75evikY,2/3/2022 17:55,0,1,0,0,1,0,0,0,0,-0.7021127,Flanker,,,,,0.8584661,0.0951032,0.0464307,839.7535,2,74,1,2,2,2,3,6,6,7,6,3,4,10,4,4,5,3,1,2,1,2,2,7,6,9,3,19.85055,Defect
R_1QGbQaaYz2JUouf,2/4/2022 19:51,0,1,0,1,1,0,100,0,100,-0.4185907,Flanker,,,,,0.854557,0.0945148,0.0509283,832.0499,1,39,1,1,1,3,5,4,6,3,4,3,4,10,4,97,6,6,2,4,2,2,3,3,8,4,0,32.383,Other
R_5cqxZZ3JVVnaj1D,2/2/2022 19:51,100,0,70,0,1,79,53,33,28,-0.2503483,Flanker,,,,,0.8837143,0.0862857,0.03,820.1283,1,52,"1,3,5",4,1,1,5,4,5,6,3,3,6,10,4,98,6,5,2,2,2,2,1,1,5,5,2,27.66435,Random
R_3LdJXGButTiTh1z,2/3/2022 16:26,50,1,50,1,1,63,24,63,50,-3.939375,Flanker,,,,,0.8682192,0.0952511,0.0365297,828.9628,1,62,1,4,2,1,7,3,6,6,10,10,10,10,4,97,5,4,4,2,2,1,1,1,7,6,2,31.1902,Random
R_3fT8EPpI9NU2MG9,2/2/2022 19:31,0,1,0,1,1,0,0,0,9,-0.9843593,Flanker,,,,,0.8815625,0.0865625,0.031875,828.2994,2,40,1,4,1,3,3,6,5,3,8,8,3,9,1,3,2,5,1,2,4,2,3,3,5,3,1,26.92265,Defect
